Seconds,Voltage
0.000000347,5.26
0.000000348,5.26
0.000000348,5.26
0.000000349,5.26
0.000000349,5.25
0.00000035,5.25
0.00000035,5.25
0.000000351,5.25
0.000000351,5.26
0.000000352,5.26
0.000000352,5.26
0.000000353,5.26
0.000000353,5.27
0.000000354,5.27
0.000000354,5.27
0.000000355,5.27
0.000000355,5.27
0.000000356,5.26
0.000000356,5.26
0.000000357,5.25
0.000000357,5.25
0.000000358,5.25
0.000000358,5.25
0.000000359,5.24
0.000000359,5.24
0.00000036,5.24
0.00000036,5.25
0.000000361,5.25
0.000000361,5.25
0.000000362,5.25
0.000000362,5.25
0.000000363,5.26
0.000000363,5.26
0.000000364,5.26
0.000000364,5.27
0.000000365,5.27
0.000000365,5.27
0.000000366,5.26
0.000000366,5.26
0.000000367,5.26
0.000000367,5.25
0.000000368,5.25
0.000000368,5.25
0.000000369,5.25
0.000000369,5.25
0.00000037,5.25
0.00000037,5.25
0.000000371,5.25
0.000000371,5.25
0.000000372,5.26
0.000000372,5.26
0.000000373,5.26
0.000000373,5.26
0.000000374,5.26
0.000000374,5.26
0.000000375,5.26
0.000000375,5.26
0.000000376,5.26
0.000000376,5.25
0.000000377,5.25
0.000000377,5.25
0.000000378,5.25
0.000000378,5.25
0.000000379,5.25
0.000000379,5.25
0.00000038,5.25
0.00000038,5.25
0.000000381,5.25
0.000000381,5.25
0.000000382,5.26
0.000000382,5.26
0.000000383,5.27
0.000000383,5.27
0.000000384,5.27
0.000000384,5.27
0.000000385,5.27
0.000000385,5.27
0.000000386,5.26
0.000000386,5.26
0.000000387,5.25
0.000000387,5.25
0.000000388,5.24
0.000000388,5.24
0.000000389,5.24
0.000000389,5.24
0.00000039,5.25
0.00000039,5.25
0.000000391,5.25
0.000000391,5.26
0.000000392,5.27
0.000000392,5.27
0.000000393,5.27
0.000000393,5.27
0.000000394,5.27
0.000000394,5.27
0.000000395,5.26
0.000000395,5.26
0.000000396,5.25
0.000000396,5.25
0.000000397,5.25
0.000000397,5.24
0.000000398,5.24
0.000000398,5.24
0.000000399,5.24
0.000000399,5.24
0.0000004,5.25
0.0000004,5.25
0.000000401,5.25
0.000000401,5.26
0.000000402,5.26
0.000000402,5.27
0.000000403,5.27
0.000000403,5.27
0.000000404,5.27
0.000000404,5.26
0.000000405,5.26
0.000000405,5.26
0.000000406,5.25
0.000000406,5.25
0.000000407,5.25
0.000000407,5.25
0.000000408,5.25
0.000000408,5.25
0.000000409,5.25
0.000000409,5.25
0.00000041,5.25
0.00000041,5.25
0.000000411,5.25
0.000000411,5.26
0.000000412,5.26
0.000000412,5.26
0.000000413,5.26
0.000000413,5.26
0.000000414,5.26
0.000000414,5.25
0.000000415,5.25
0.000000415,5.25
0.000000416,5.25
0.000000416,5.25
0.000000417,5.25
0.000000417,5.25
0.000000418,5.25
0.000000418,5.25
0.000000419,5.25
0.000000419,5.25
0.00000042,5.25
0.00000042,5.25
0.000000421,5.26
0.000000421,5.26
0.000000422,5.26
0.000000422,5.26
0.000000423,5.26
0.000000423,5.26
0.000000424,5.26
0.000000424,5.26
0.000000425,5.25
0.000000425,5.25
0.000000426,5.25
0.000000426,5.25
0.000000427,5.25
0.000000427,5.25
0.000000428,5.25
0.000000428,5.25
0.000000429,5.25
0.000000429,5.25
0.00000043,5.26
0.00000043,5.26
0.000000431,5.26
0.000000431,5.26
0.000000432,5.26
0.000000432,5.26
0.000000433,5.26
0.000000433,5.26
0.000000434,5.25
0.000000434,5.25
0.000000435,5.25
0.000000435,5.25
0.000000436,5.24
0.000000436,5.24
0.000000437,5.24
0.000000437,5.24
0.000000438,5.24
0.000000438,5.25
0.000000439,5.25
0.000000439,5.25
0.00000044,5.26
0.00000044,5.26
0.000000441,5.26
0.000000441,5.26
0.000000442,5.26
0.000000442,5.26
0.000000443,5.26
0.000000443,5.26
0.000000444,5.25
0.000000444,5.25
0.000000445,5.25
0.000000445,5.25
0.000000446,5.25
0.000000446,5.25
0.000000447,5.25
0.000000447,5.25
0.000000448,5.25
0.000000448,5.25
0.000000449,5.26
0.000000449,5.26
0.00000045,5.26
0.00000045,5.26
0.000000451,5.26
0.000000451,5.26
0.000000452,5.26
0.000000452,5.26
0.000000453,5.25
0.000000453,5.25
0.000000454,5.25
0.000000454,5.25
0.000000455,5.25
0.000000455,5.25
0.000000456,5.25
0.000000456,5.25
0.000000457,5.25
0.000000457,5.25
0.000000458,5.25
0.000000458,5.25
0.000000459,5.25
0.000000459,5.26
0.00000046,5.26
0.00000046,5.25
0.000000461,5.25
0.000000461,5.25
0.000000462,5.25
0.000000462,5.25
0.000000463,5.25
0.000000463,5.25
0.000000464,5.25
0.000000464,5.25
0.000000465,5.25
0.000000465,5.25
0.000000466,5.25
0.000000466,5.25
0.000000467,5.25
0.000000467,5.25
0.000000468,5.25
0.000000468,5.26
0.000000469,5.26
0.000000469,5.26
0.00000047,5.26
0.00000047,5.26
0.000000471,5.26
0.000000471,5.26
0.000000472,5.25
0.000000472,5.25
0.000000473,5.25
0.000000473,5.25
0.000000474,5.25
0.000000474,5.25
0.000000475,5.25
0.000000475,5.25
0.000000476,5.25
0.000000476,5.25
0.000000477,5.25
0.000000477,5.25
0.000000478,5.25
0.000000478,5.25
0.000000479,5.25
0.000000479,5.25
0.00000048,5.25
0.00000048,5.25
0.000000481,5.25
0.000000481,5.25
0.000000482,5.25
0.000000482,5.25
0.000000483,5.25
0.000000483,5.25
0.000000484,5.25
0.000000484,5.25
0.000000485,5.26
0.000000485,5.26
0.000000486,5.25
0.000000486,5.25
0.000000487,5.25
0.000000487,5.26
0.000000488,5.26
0.000000488,5.26
0.000000489,5.26
0.000000489,5.26
0.00000049,5.26
0.00000049,5.25
0.000000491,5.25
0.000000491,5.25
0.000000492,5.25
0.000000492,5.25
0.000000493,5.25
0.000000493,5.25
0.000000494,5.25
0.000000494,5.25
0.000000495,5.25
0.000000495,5.25
0.000000496,5.25
0.000000496,5.26
0.000000497,5.26
0.000000497,5.26
0.000000498,5.26
0.000000498,5.25
0.000000499,5.25
0.000000499,5.25
0.0000005,5.25
