Seconds,Adj Seconds,Voltage,,,
-0.000000165,0.000000085,5.27,,,
-0.000000164,0.000000086,5.27,,,
-0.000000164,0.000000086,5.27,,,
-0.000000163,0.000000087,5.27,,,
-0.000000163,0.000000087,5.27,,,
-0.000000162,0.000000088,5.27,,,
-0.000000162,0.000000088,5.27,,,
-0.000000161,0.000000089,5.27,,,
-0.000000161,0.000000089,5.27,,,
-0.000000160,0.000000090,5.27,,,
-0.000000160,0.000000090,5.27,,,
-0.000000159,0.000000091,5.26,,,
-0.000000159,0.000000091,5.26,,,
-0.000000158,0.000000092,5.26,,,
-0.000000158,0.000000092,5.26,,,
-0.000000157,0.000000093,5.26,,,
-0.000000157,0.000000093,5.26,,,
-0.000000156,0.000000094,5.26,,,
-0.000000156,0.000000094,5.27,,,
-0.000000155,0.000000095,5.27,,,
-0.000000155,0.000000095,5.27,,,
-0.000000154,0.000000096,5.27,,,
-0.000000154,0.000000096,5.28,,,
-0.000000153,0.000000097,5.28,,,
-0.000000153,0.000000097,5.28,,,
-0.000000152,0.000000098,5.28,,,
-0.000000152,0.000000098,5.27,,,
-0.000000151,0.000000099,5.27,,,
-0.000000151,0.000000099,5.26,,,
-0.000000150,0.000000100,5.26,,,
-0.000000150,0.000000100,5.25,,,
-0.000000149,0.000000101,5.25,,,
-0.000000149,0.000000101,5.25,,,
-0.000000148,0.000000102,5.25,,,
-0.000000148,0.000000102,5.25,,,
-0.000000147,0.000000103,5.25,,,
-0.000000147,0.000000103,5.26,,,
-0.000000146,0.000000104,5.26,,,
-0.000000146,0.000000104,5.27,,,
-0.000000145,0.000000105,5.27,,,
-0.000000145,0.000000105,5.27,,,
-0.000000144,0.000000106,5.28,,,
-0.000000144,0.000000106,5.28,,,
-0.000000143,0.000000107,5.28,,,
-0.000000143,0.000000107,5.28,,,
-0.000000142,0.000000108,5.28,,,
-0.000000142,0.000000108,5.27,,,
-0.000000141,0.000000109,5.27,,,
-0.000000141,0.000000109,5.27,,,
-0.000000140,0.000000110,5.26,,,
-0.000000140,0.000000110,5.26,,,
-0.000000139,0.000000111,5.25,,,
-0.000000139,0.000000111,5.25,,,
-0.000000138,0.000000112,5.25,,,
-0.000000138,0.000000112,5.25,,,
-0.000000137,0.000000113,5.26,,,
-0.000000137,0.000000113,5.26,,,
-0.000000136,0.000000114,5.27,,,
-0.000000136,0.000000114,5.27,,,
-0.000000135,0.000000115,5.27,,,
-0.000000135,0.000000115,5.27,,,
-0.000000134,0.000000116,5.28,,,
-0.000000134,0.000000116,5.28,,,
-0.000000133,0.000000117,5.28,,,
-0.000000133,0.000000117,5.28,,,
-0.000000132,0.000000118,5.27,,,
-0.000000132,0.000000118,5.27,,,
-0.000000131,0.000000119,5.27,,,
-0.000000131,0.000000119,5.27,,,
-0.000000130,0.000000120,5.26,,,
-0.000000130,0.000000120,5.26,,,
-0.000000129,0.000000121,5.25,,,
-0.000000129,0.000000121,5.25,,,
-0.000000128,0.000000122,5.25,,,
-0.000000128,0.000000122,5.25,,,
-0.000000127,0.000000123,5.25,,,
-0.000000127,0.000000123,5.26,,,
-0.000000126,0.000000124,5.26,,,
-0.000000126,0.000000124,5.27,,,
-0.000000125,0.000000125,5.27,,,
-0.000000125,0.000000125,5.27,,,
-0.000000124,0.000000126,5.27,,,
-0.000000124,0.000000126,5.27,,,
-0.000000123,0.000000127,5.28,,,
-0.000000123,0.000000127,5.28,,,
-0.000000122,0.000000128,5.28,,,
-0.000000122,0.000000128,5.27,,,
-0.000000121,0.000000129,5.27,,,
-0.000000121,0.000000129,5.27,,,
-0.000000120,0.000000130,5.26,,,
-0.000000120,0.000000130,5.26,,,
-0.000000119,0.000000131,5.26,,,
-0.000000119,0.000000131,5.25,,,
-0.000000118,0.000000132,5.25,,,
-0.000000118,0.000000132,5.25,,,
-0.000000117,0.000000133,5.26,,,
-0.000000117,0.000000133,5.26,,,
-0.000000116,0.000000134,5.26,,,
-0.000000116,0.000000134,5.27,,,
-0.000000115,0.000000135,5.27,,,
-0.000000115,0.000000135,5.27,,,
-0.000000114,0.000000136,5.27,,,
-0.000000114,0.000000136,5.27,,,
-0.000000113,0.000000137,5.27,,,
-0.000000113,0.000000137,5.27,,,
-0.000000112,0.000000138,5.27,,,
-0.000000112,0.000000138,5.27,,,
-0.000000111,0.000000139,5.27,,,
-0.000000111,0.000000139,5.27,,,
-0.000000110,0.000000140,5.27,,,
-0.000000110,0.000000140,5.26,,,
-0.000000109,0.000000141,5.26,,,
-0.000000109,0.000000141,5.26,,,
-0.000000108,0.000000142,5.26,,,
-0.000000108,0.000000142,5.26,,,
-0.000000107,0.000000143,5.26,,,
-0.000000107,0.000000143,5.26,,,
-0.000000106,0.000000144,5.26,,,
-0.000000106,0.000000144,5.26,,,
-0.000000105,0.000000145,5.27,,,
-0.000000105,0.000000145,5.27,,,
-0.000000104,0.000000146,5.27,,,
-0.000000104,0.000000146,5.27,,,
-0.000000103,0.000000147,5.27,,,
-0.000000103,0.000000147,5.27,,,
-0.000000102,0.000000148,5.27,,,
-0.000000102,0.000000148,5.27,,,
-0.000000101,0.000000149,5.27,,,
-0.000000101,0.000000149,5.27,,,
-0.000000100,0.000000150,5.27,,,
-0.000000100,0.000000151,5.27,,,
-0.000000099,0.000000151,5.27,,,
-0.000000099,0.000000152,5.27,,,
-0.000000098,0.000000152,5.26,,,
-0.000000098,0.000000153,5.26,,,
-0.000000097,0.000000153,5.26,,,
-0.000000097,0.000000154,5.26,,,
-0.000000096,0.000000154,5.26,,,
-0.000000096,0.000000155,5.26,,,
-0.000000095,0.000000155,5.26,,,
-0.000000095,0.000000156,5.26,,,
-0.000000094,0.000000156,5.26,,,
-0.000000094,0.000000157,5.26,,,
-0.000000093,0.000000157,5.26,,,
-0.000000093,0.000000158,5.27,,,
-0.000000092,0.000000158,5.27,,,
-0.000000092,0.000000159,5.27,,,
-0.000000091,0.000000159,5.27,,,
-0.000000091,0.000000160,5.27,,,
-0.000000090,0.000000160,5.27,,,
-0.000000090,0.000000161,5.27,,,
-0.000000089,0.000000161,5.27,,,
-0.000000089,0.000000162,5.27,,,
-0.000000088,0.000000162,5.27,,,
-0.000000088,0.000000163,5.27,,,
-0.000000087,0.000000163,5.26,,,
-0.000000087,0.000000164,5.26,,,
-0.000000086,0.000000164,5.26,,,
-0.000000086,0.000000165,5.26,,,
-0.000000085,0.000000165,5.26,,,
-0.000000085,0.000000166,5.26,,,
-0.000000084,0.000000166,5.26,,,
-0.000000084,0.000000167,5.26,,,
-0.000000083,0.000000167,5.26,,,
-0.000000083,0.000000168,5.26,,,
-0.000000082,0.000000168,5.27,,,
-0.000000082,0.000000169,5.27,,,
-0.000000081,0.000000169,5.27,,,
-0.000000081,0.000000170,5.27,,,
-0.000000080,0.000000170,5.27,,,
-0.000000080,0.000000171,5.27,,,
-0.000000079,0.000000171,5.27,,,
-0.000000079,0.000000172,5.27,,,
-0.000000078,0.000000172,5.27,,,
-0.000000078,0.000000173,5.26,,,
-0.000000077,0.000000173,5.26,,,
-0.000000077,0.000000174,5.25,,,
-0.000000076,0.000000174,5.25,,,
-0.000000076,0.000000175,5.25,,,
-0.000000075,0.000000175,5.25,,,
-0.000000075,0.000000176,5.25,,,
-0.000000074,0.000000176,5.25,,,
-0.000000074,0.000000177,5.25,,,
-0.000000073,0.000000177,5.26,,,
-0.000000073,0.000000178,5.26,,,
-0.000000072,0.000000178,5.26,,,
-0.000000072,0.000000179,5.27,,,
-0.000000071,0.000000179,5.27,,,
-0.000000071,0.000000180,5.27,,,
-0.000000070,0.000000180,5.27,,,
-0.000000070,0.000000181,5.27,,,
-0.000000069,0.000000181,5.27,,,
-0.000000069,0.000000182,5.27,,,
-0.000000068,0.000000182,5.27,,,
-0.000000068,0.000000183,5.27,,,
-0.000000067,0.000000183,5.26,,,
-0.000000067,0.000000184,5.26,,,
-0.000000066,0.000000184,5.26,,,
-0.000000066,0.000000185,5.26,,,
-0.000000065,0.000000185,5.26,,,
-0.000000065,0.000000186,5.26,,,
-0.000000064,0.000000186,5.26,,,
-0.000000064,0.000000187,5.26,,,
-0.000000063,0.000000187,5.26,,,
-0.000000063,0.000000188,5.26,,,
-0.000000062,0.000000188,5.26,,,
-0.000000062,0.000000189,5.27,,,
-0.000000061,0.000000189,5.27,,,
-0.000000061,0.000000190,5.27,,,
-0.000000060,0.000000190,5.27,,,
-0.000000060,0.000000191,5.27,,,
-0.000000059,0.000000191,5.27,,,
-0.000000059,0.000000192,5.27,,,
-0.000000058,0.000000192,5.27,,,
-0.000000058,0.000000193,5.27,,,
-0.000000057,0.000000193,5.27,,,
-0.000000057,0.000000194,5.26,,,
-0.000000056,0.000000194,5.26,,,
-0.000000056,0.000000195,5.25,,,
-0.000000055,0.000000195,5.25,,,
-0.000000055,0.000000196,5.25,,,
-0.000000054,0.000000196,5.25,,,
-0.000000054,0.000000197,5.25,,,
-0.000000053,0.000000197,5.26,,,
-0.000000053,0.000000198,5.26,,,
-0.000000052,0.000000198,5.26,,,
-0.000000052,0.000000199,5.26,,,
-0.000000051,0.000000199,5.27,,,
-0.000000051,0.000000200,5.27,,,
-0.000000050,0.000000200,5.27,,,
-0.000000050,0.000000201,5.27,,,
-0.000000049,0.000000201,5.27,,,
-0.000000049,0.000000202,5.27,,,
-0.000000048,0.000000202,5.27,,,
-0.000000048,0.000000203,5.27,,,
-0.000000047,0.000000203,5.27,,,
-0.000000047,0.000000204,5.26,,,
-0.000000046,0.000000204,5.26,,,
-0.000000046,0.000000205,5.25,,,
-0.000000045,0.000000205,5.25,,,
-0.000000045,0.000000206,5.25,,,
-0.000000044,0.000000206,5.24,,,
-0.000000044,0.000000207,5.24,,,
-0.000000043,0.000000207,5.24,,,
-0.000000043,0.000000208,5.24,,,
-0.000000042,0.000000208,5.25,,,
-0.000000042,0.000000209,5.25,,,
-0.000000041,0.000000209,5.26,,,
-0.000000041,0.000000210,5.26,,,
-0.000000040,0.000000210,5.27,,,
-0.000000040,0.000000211,5.27,,,
-0.000000039,0.000000211,5.27,,,
-0.000000039,0.000000212,5.27,,,
-0.000000038,0.000000212,5.27,,,
-0.000000038,0.000000213,5.27,,,
-0.000000037,0.000000213,5.26,,,
-0.000000037,0.000000214,5.26,,,
-0.000000036,0.000000214,5.26,,,
-0.000000036,0.000000215,5.26,,,
-0.000000035,0.000000215,5.26,,,
-0.000000035,0.000000216,5.26,,,
-0.000000034,0.000000216,5.27,,,
-0.000000034,0.000000217,5.27,,,
-0.000000033,0.000000217,5.27,,,
-0.000000033,0.000000218,5.27,,,
-0.000000032,0.000000218,5.28,,,
-0.000000032,0.000000219,5.28,,,
-0.000000031,0.000000219,5.28,,,
-0.000000031,0.000000220,5.28,,,
-0.000000030,0.000000220,5.27,,,
-0.000000030,0.000000221,5.27,,,
-0.000000029,0.000000221,5.26,,,
-0.000000029,0.000000222,5.26,,,
-0.000000028,0.000000222,5.25,,,
-0.000000028,0.000000223,5.25,,,
-0.000000027,0.000000223,5.25,,,
-0.000000027,0.000000224,5.25,,,
-0.000000026,0.000000224,5.25,,,
-0.000000026,0.000000225,5.25,,,
-0.000000025,0.000000225,5.25,,,
-0.000000025,0.000000226,5.26,,,
-0.000000024,0.000000226,5.26,,,
-0.000000024,0.000000227,5.26,,,
-0.000000023,0.000000227,5.26,,,
-0.000000023,0.000000228,5.26,,,
-0.000000022,0.000000228,5.26,,,
-0.000000022,0.000000229,5.26,,,
-0.000000021,0.000000229,5.26,,,
-0.000000021,0.000000230,5.27,,,
-0.000000020,0.000000230,5.27,,,
-0.000000020,0.000000231,5.27,,,
-0.000000019,0.000000231,5.27,,,
-0.000000019,0.000000232,5.27,,,
-0.000000018,0.000000232,5.27,,,
-0.000000018,0.000000233,5.27,,,
-0.000000017,0.000000233,5.27,,,
-0.000000017,0.000000234,5.27,,,
-0.000000016,0.000000234,5.26,,,
-0.000000016,0.000000235,5.26,,,
-0.000000015,0.000000235,5.25,,,
-0.000000015,0.000000236,5.25,,,
-0.000000014,0.000000236,5.25,,,
-0.000000014,0.000000237,5.25,,,
-0.000000013,0.000000237,5.25,,,
-0.000000013,0.000000238,5.25,,,
-0.000000012,0.000000238,5.26,,,
-0.000000012,0.000000239,5.26,,,
-0.000000011,0.000000239,5.26,,,
-0.000000011,0.000000240,5.26,,,
-0.000000010,0.000000240,5.26,,,
-0.000000010,0.000000241,5.25,,,
-0.000000009,0.000000241,5.24,,,
-0.000000009,0.000000242,5.23,,,
-0.000000008,0.000000242,5.22,,,
-0.000000008,0.000000243,5.21,,,
-0.000000007,0.000000243,5.19,,,
-0.000000007,0.000000244,5.18,,,
-0.000000006,0.000000244,5.17,,,
-0.000000006,0.000000245,5.17,,,
-0.000000005,0.000000245,5.16,,,
-0.000000005,0.000000246,5.16,,,
-0.000000004,0.000000246,5.16,,,
-0.000000004,0.000000247,5.16,,,
-0.000000003,0.000000247,5.17,,,
-0.000000003,0.000000248,5.19,,,
-0.000000002,0.000000248,5.20,,,
-0.000000002,0.000000249,5.22,,,
-0.000000001,0.000000249,5.24,,,
-0.000000001,0.000000250,5.26,,,
0.000000000,0.000000250,5.28,,,
0.000000001,0.000000251,5.29,,,
0.000000001,0.000000251,5.31,,,
0.000000002,0.000000252,5.33,,,
0.000000002,0.000000252,5.34,,,
0.000000003,0.000000253,5.35,,,
0.000000003,0.000000253,5.36,,,
0.000000004,0.000000254,5.37,,,
0.000000004,0.000000254,5.38,,,
0.000000005,0.000000255,5.38,,,
0.000000005,0.000000255,5.38,,,
0.000000006,0.000000256,5.38,,,
0.000000006,0.000000256,5.37,,,
0.000000007,0.000000257,5.36,,,
0.000000007,0.000000257,5.34,,,
0.000000008,0.000000258,5.32,,,
0.000000008,0.000000258,5.30,,,
0.000000009,0.000000259,5.28,,,
0.000000009,0.000000259,5.25,,,
0.000000010,0.000000260,5.23,,,
0.000000010,0.000000260,5.21,,,
0.000000011,0.000000261,5.19,,,
0.000000011,0.000000261,5.17,,,
0.000000012,0.000000262,5.16,,,
0.000000012,0.000000262,5.15,,,
0.000000013,0.000000263,5.14,,,
0.000000013,0.000000263,5.14,,,
0.000000014,0.000000264,5.13,,,
0.000000014,0.000000264,5.13,,,
0.000000015,0.000000265,5.14,,,
0.000000015,0.000000265,5.14,,,
0.000000016,0.000000266,5.15,,,
0.000000016,0.000000266,5.16,,,
0.000000017,0.000000267,5.18,,,
0.000000017,0.000000267,5.20,,,
0.000000018,0.000000268,5.23,,,
0.000000018,0.000000268,5.25,,,
0.000000019,0.000000269,5.28,,,
0.000000019,0.000000269,5.31,,,
0.000000020,0.000000270,5.33,,,
0.000000020,0.000000270,5.35,,,
0.000000021,0.000000271,5.37,,,
0.000000021,0.000000271,5.38,,,
0.000000022,0.000000272,5.39,,,
0.000000022,0.000000272,5.39,,,
0.000000023,0.000000273,5.39,,,
0.000000023,0.000000273,5.39,,,
0.000000024,0.000000274,5.37,,,
0.000000024,0.000000274,5.37,,,
0.000000025,0.000000275,5.35,,,
0.000000025,0.000000275,5.33,,,
0.000000026,0.000000276,5.32,,,
0.000000026,0.000000276,5.30,,,
0.000000027,0.000000277,5.28,,,
0.000000027,0.000000277,5.26,,,
0.000000028,0.000000278,5.24,,,
0.000000028,0.000000278,5.22,,,
0.000000029,0.000000279,5.21,,,
0.000000029,0.000000279,5.19,,,
0.000000030,0.000000280,5.18,,,
0.000000030,0.000000280,5.17,,,
0.000000031,0.000000281,5.17,,,
0.000000031,0.000000281,5.16,,,
0.000000032,0.000000282,5.16,,,
0.000000032,0.000000282,5.17,,,
0.000000033,0.000000283,5.17,,,
0.000000033,0.000000283,5.17,,,
0.000000034,0.000000284,5.18,,,
0.000000034,0.000000284,5.19,,,
0.000000035,0.000000285,5.20,,,
0.000000035,0.000000285,5.21,,,
0.000000036,0.000000286,5.23,,,
0.000000036,0.000000286,5.24,,,
0.000000037,0.000000287,5.26,,,
0.000000037,0.000000287,5.28,,,
0.000000038,0.000000288,5.29,,,
0.000000038,0.000000288,5.31,,,
0.000000039,0.000000289,5.32,,,
0.000000039,0.000000289,5.33,,,
0.000000040,0.000000290,5.33,,,
0.000000040,0.000000290,5.34,,,
0.000000041,0.000000291,5.34,,,
0.000000041,0.000000291,5.33,,,
0.000000042,0.000000292,5.33,,,
0.000000042,0.000000292,5.33,,,
0.000000043,0.000000293,5.32,,,
0.000000043,0.000000293,5.31,,,
0.000000044,0.000000294,5.30,,,
0.000000044,0.000000294,5.29,,,
0.000000045,0.000000295,5.27,,,
0.000000045,0.000000295,5.26,,,
0.000000046,0.000000296,5.25,,,
0.000000046,0.000000296,5.24,,,
0.000000047,0.000000297,5.23,,,
0.000000047,0.000000297,5.22,,,
0.000000048,0.000000298,5.21,,,
0.000000048,0.000000298,5.21,,,
0.000000049,0.000000299,5.21,,,
0.000000049,0.000000299,5.21,,,
0.000000050,0.000000300,5.21,,,
0.000000050,0.000000300,5.21,,,
0.000000051,0.000000301,5.21,,,
0.000000051,0.000000301,5.22,,,
0.000000052,0.000000302,5.23,,,
0.000000052,0.000000302,5.23,,,
0.000000053,0.000000303,5.24,,,
0.000000053,0.000000303,5.25,,,
0.000000054,0.000000304,5.25,,,
0.000000054,0.000000304,5.26,,,
0.000000055,0.000000305,5.27,,,
0.000000055,0.000000305,5.27,,,
0.000000056,0.000000306,5.28,,,
0.000000056,0.000000306,5.28,,,
0.000000057,0.000000307,5.29,,,
0.000000057,0.000000307,5.29,,,
0.000000058,0.000000308,5.29,,,
0.000000058,0.000000308,5.29,,,
0.000000059,0.000000309,5.29,,,
0.000000059,0.000000309,5.29,,,
0.000000060,0.000000310,5.29,,,
0.000000060,0.000000310,5.28,,,
0.000000061,0.000000311,5.28,,,
0.000000061,0.000000311,5.27,,,
0.000000062,0.000000312,5.27,,,
0.000000062,0.000000312,5.27,,,
0.000000063,0.000000313,5.26,,,
0.000000063,0.000000313,5.26,,,
0.000000064,0.000000314,5.26,,,
0.000000064,0.000000314,5.25,,,
0.000000065,0.000000315,5.25,,,
0.000000065,0.000000315,5.25,,,
0.000000066,0.000000316,5.24,,,
0.000000066,0.000000316,5.24,,,
0.000000067,0.000000317,5.24,,,
0.000000067,0.000000317,5.24,,,
0.000000068,0.000000318,5.23,,,
0.000000068,0.000000318,5.24,,,
0.000000069,0.000000319,5.24,,,
0.000000069,0.000000319,5.24,,,
0.000000070,0.000000320,5.24,,,
0.000000070,0.000000320,5.24,,,
0.000000071,0.000000321,5.24,,,
0.000000071,0.000000321,5.25,,,
0.000000072,0.000000322,5.25,,,
0.000000072,0.000000322,5.25,,,
0.000000073,0.000000323,5.25,,,
0.000000073,0.000000323,5.25,,,
0.000000074,0.000000324,5.25,,,
0.000000074,0.000000324,5.26,,,
0.000000075,0.000000325,5.26,,,
0.000000075,0.000000325,5.26,,,
0.000000076,0.000000326,5.27,,,
0.000000076,0.000000326,5.27,,,
0.000000077,0.000000327,5.27,,,
0.000000077,0.000000327,5.27,,,
0.000000078,0.000000328,5.27,,,
0.000000078,0.000000328,5.27,,,
0.000000079,0.000000329,5.27,,,
0.000000079,0.000000329,5.27,,,
0.000000080,0.000000330,5.27,,,
0.000000080,0.000000330,5.26,,,
0.000000081,0.000000331,5.26,,,
0.000000081,0.000000331,5.26,,,
0.000000082,0.000000332,5.25,,,
0.000000082,0.000000332,5.25,,,
0.000000083,0.000000333,5.25,,,
0.000000083,0.000000333,5.25,,,
0.000000084,0.000000334,5.25,,,
0.000000084,0.000000334,5.25,,,
0.000000085,0.000000335,5.25,,,
0.000000085,0.000000335,5.25,,,
0.000000086,0.000000336,5.25,,,
0.000000086,0.000000336,5.25,,,
0.000000087,0.000000337,5.25,,,
0.000000087,0.000000337,5.25,,,
0.000000088,0.000000338,5.25,,,
0.000000088,0.000000338,5.25,,,
0.000000089,0.000000339,5.25,,,
0.000000089,0.000000339,5.25,,,
0.000000090,0.000000340,5.25,,,
0.000000090,0.000000340,5.25,,,
0.000000091,0.000000341,5.25,,,
0.000000091,0.000000341,5.25,,,
0.000000092,0.000000342,5.25,,,
0.000000092,0.000000342,5.25,,,
0.000000093,0.000000343,5.25,,,
0.000000093,0.000000343,5.26,,,
0.000000094,0.000000344,5.26,,,
0.000000094,0.000000344,5.26,,,
0.000000095,0.000000345,5.26,,,
0.000000095,0.000000345,5.27,,,
0.000000096,0.000000346,5.27,,,
0.000000096,0.000000346,5.27,,,
0.000000097,0.000000347,5.27,,,
0.000000097,0.000000347,5.26,,,
0.000000098,0.000000348,5.26,,,
0.000000098,0.000000348,5.26,,,
0.000000099,0.000000349,5.26,,,
0.000000099,0.000000349,5.25,,,
0.000000100,0.000000350,5.25,,,
0.000000100,0.000000350,5.25,,,
0.000000101,0.000000351,5.25,,,
0.000000101,0.000000351,5.26,,,
0.000000102,0.000000352,5.26,,,
0.000000102,0.000000352,5.26,,,
0.000000103,0.000000353,5.26,,,
0.000000103,0.000000353,5.27,,,
